model,id,title,authors,
book.book,8181,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,
book.book,8182,A Womans High Calling Growth and Study Guide,Elizabeth George,
book.book,8183,Living with Passion and Purpose: Luke (Woman After Gods Own Heart),Elizabeth George,
book.book,8184,Loving God with All Your Mind,Elizabeth George,
book.book,8185,Ariel Sharon: A Life,Nir Hefez/Gadi Bloom/Mitch Ginsburg,
book.book,8186,Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,
book.book,8187,A Wife After Gods Own Heart Growth and Study Guide,Elizabeth George,
book.book,8188,Lover of Unreason: Assia Wevill  Sylvia Plaths Rival and Ted Hughes Doomed Love,Yehuda Koren/Eilat Negev,
book.book,8189,The Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,
book.book,8190,Letters Home,Sylvia Plath,
book.book,8191,The Poetry of Sylvia Plath,Claire Brennan,
book.book,8192,Black Boy,Richard Wright/Edward P. Jones,
book.book,8193,Angry Black White Boy,Adam Mansbach,
book.book,8194,Bad Boys In Black Tie (Watson Brothers  #3),Lori Foster/Erin McCarthy/Morgan Leigh,
book.book,8195,The Twits,Roald Dahl/Quentin Blake,
book.book,8196,Far from the Madding Crowd,Thomas Hardy/Suzanne Keen,
book.book,8197,Far From the Madding Crowd,Thomas Hardy/Rosemarie Morgan/Shannon Russell,
book.book,8198,Far From the Madding Crowd,Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires,
book.book,8199,Far from the Madding Crowd,Thomas Hardy,
book.book,8200,Middlemarch: An Authoritative Text  Backgrounds  Reviews and Criticism,George Eliot/Bert G. Hornback,
book.book,8201,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,
book.book,8202,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,
book.book,8203,Slaughterhouse Blues: The Meat and Poultry Industry in North America,Donald D. Stull/Michael J. Broadway/Eric Schlosser,
book.book,8204,Inky The Indigo Fairy (Rainbow Magic  #6),Daisy Meadows/Georgie Ripper,
book.book,8205,Sunny The Yellow Fairy (Rainbow Magic  #3),Daisy Meadows/Georgie Ripper,
book.book,8206,Sky The Blue Fairy (Rainbow Magic  #5),Daisy Meadows/Georgie Ripper,
book.book,8207,Heather The Violet Fairy (Rainbow Magic  #7),Daisy Meadows/Georgie Ripper,
book.book,8208,Ruby the Red Fairy (Rainbow Magic  #1),Daisy Meadows/Georgie Ripper,
book.book,8209,Unweaving the Rainbow: Science  Delusion and the Appetite for Wonder,Richard Dawkins,
book.book,8210,The Rainbow Goblins,Ul De Rico,
book.book,8211,The Serpent and the Rainbow,Wade Davis,
book.book,8212,The Rainbow,D.H. Lawrence/Daphne Merkin,
book.book,8213,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,
book.book,8214,The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,
book.book,8215,Adventures of the Scarlet Pimpernel,Emmuska Orczy,
book.book,8216,Loves Enduring Promise (Love Comes Softly  #2),Janette Oke,
book.book,8217,Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,
book.book,8218,Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,
book.book,8219,Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,
book.book,8220,Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,
book.book,8221,50 Great Curries of India,Camellia Panjabi,
book.book,8222,Curries Without Worries,Sudha Koul/Warner Books,
book.book,8223,In Search of Duende,Federico Garc­a Lorca/Norman Thomas di Giovanni,
book.book,8224,The Selected Poems of Federico Garc­a Lorca,Federico Garc­a Lorca,
book.book,8225,Lorca & Jimenez: Selected Poems,Federico Garc­a Lorca/Juan Ramn Jimnez/Robert Bly,
book.book,8226,Also sprach Zarathustra: Ein Buch fr Alle und Keinen.,Friedrich Nietzsche,
book.book,8227,Seminar on Nietzsches Zarathustra,C.G. Jung/James L. Jarrett,
book.book,8228,The Polar Express,Chris Van Allsburg,
book.book,8229,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,
book.book,8230,Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,
book.book,8231,The Gift of the Magi and Other Short Stories,O. Henry,
book.book,8232,James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,
book.book,8233,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,
book.book,8234,The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,
book.book,8235,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,
book.book,8236,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,
book.book,8237,James and the Giant Peach,Roald Dahl/Quentin Blake,
book.book,8238,James and the Giant Peach: a Play,Richard R. George/Roald Dahl,
book.book,8239,James & The Giant Peach (Disneys),Roald Dahl/Karey Kirkpatrick/Lane Smith,
book.book,8240,The Progress of Love,Alice Munro,
book.book,8241,A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,
book.book,8242,The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,
book.book,8243,The Complete Novels,Jane Austen/Karen Joy Fowler,
book.book,8244,The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,
book.book,8245,The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith ORourke,
book.book,8246,Jane Austen: A Life,Carol Shields,
book.book,8247,The Complete Novels of Jane Austen,Jane Austen,
book.book,8248,Persuasion,Jane Austen/Gillian Beer,
book.book,8249,The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,
book.book,8250,Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,
book.book,8251,Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,
book.book,8252,Me Alquilo Para Soar (Taller de Guin  #62),Gabriel Garc­a M¡rquez,
book.book,8253,Silent Running,James F. Calvert,
book.book,8254,La incre­ble y triste historia de la c¡ndida Erndira y de su abuela desalmada,Gabriel Garc­a M¡rquez,
book.book,8255,The Story of a Shipwrecked Sailor,Gabriel Garc­a M¡rquez/Randolf Hogan,
book.book,8256,El Dia Que Nietzsche Llor,Irvin D. Yalom,
book.book,8257,Zur Genealogie der Moral,Friedrich Nietzsche,
book.book,8258,Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,
book.book,8259,The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,
book.book,8260,The Story of Philosophy: The Lives and Opinions of the Worlds Greatest Philosophers,Will Durant,
book.book,8261,The Oxford Companion to Philosophy,Ted Honderich,
book.book,8262,South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,
book.book,8263,Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,
book.book,8264,The Simpsons and Philosophy: The Doh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,
book.book,8265,Philosophy for Dummies,Tom Morris,
book.book,8266,The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,
book.book,8267,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,
book.book,8268,Philosophy of Religion: An Anthology,Louis P. Pojman,
book.book,8269,A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,
book.book,8270,Western Philosophy: An Anthology,John Cottingham,
book.book,8271,Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,
book.book,8272,Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,
book.book,8273,The Consolation of Philosophy,Boethius/Victor Watts,
book.book,8274,Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,
book.book,8275,The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,
book.book,8276,Philosophy in a Time of Terror: Dialogues with Jrgen Habermas and Jacques Derrida,Jrgen Habermas/Jacques Derrida/Giovanna Borradori,
book.book,8277,An Introduction to Political Philosophy,Jonathan Wolff,
book.book,8278,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bhler/Patajali/Rama Prasada/Ngrjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,
book.book,8279,Philosophy: The Basics,Nigel Warburton,
book.book,8280,A Young Persons Guide To Philosophy,Jeremy Weate/Peter Lawman,
book.book,8281,Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,
book.book,8282,Practical Philosophy,Immanuel Kant/Mary J. Gregor,
book.book,8283,Discourse on Method and Meditations on First Philosophy,Ren Descartes/Donald A. Cress,
book.book,8284,Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,
book.book,8285,Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,
book.book,8286,History of Political Philosophy,Leo Strauss/Joseph Cropsey,
book.book,8287,What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,
book.book,8288,Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,
book.book,8289,Seinfeld and Philosophy,William Irwin,
book.book,8290,Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,
book.book,8291,Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,
book.book,8292,The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,
book.book,8293,A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,
book.book,8294,Ancient Philosophy,Anthony Kenny,
book.book,8295,Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,
book.book,8296,Three Philosophies of Life: Ecclesiastesa”Life As Vanity  Joba”Life As Suffering  Song of Songsa”Life As Love,Peter Kreeft,
book.book,8297,Philosophy of Religion,John Harwood Hick,
book.book,8298,Early Greek Philosophy,Jonathan Barnes,
book.book,8299,Contemporary Political Philosophy,Will Kymlicka,
book.book,8300,Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,
book.book,8301,Philosophy: The Classics,Nigel Warburton,
book.book,8302,The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,
book.book,8303,Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,
book.book,8304,Philosophy Made Simple,Robert Hellenga,
book.book,8305,The Philosophy of Biology,David L. Hull/Michael Ruse,
book.book,8306,Ten Great Works of Philosophy,Robert Paul Wolff/Ren Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,
book.book,8307,Philosophy and the Mirror of Nature,Richard M. Rorty,
book.book,8308,The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,
book.book,8309,Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,
book.book,8310,Mac OS X: Tiger Edition (The Missing Manual),David Pogue,
book.book,8311,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,
book.book,8312,FINAL FANTASY X Official Strategy Guide,Dan Birlew,
book.book,8313,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,
book.book,8314,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,
book.book,8315,Cross-X,Joe  Miller,
book.book,8316,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,
book.book,8317,X/1999  Volume 01: Prelude,CLAMP,
book.book,8318,X/1999  Volume 02: Overture,CLAMP/Fred Burke,
book.book,8319,ééé¡¸ 1,Hiromu Arakawa/’·˜/–é»,
book.book,8320,ééé¡¸ 6,Hiromu Arakawa/’·˜/–é»,
book.book,8321,ééé¡¸ 10,Hiromu Arakawa/’·˜/–é»,
book.book,8322,ééé¡¸ 4,Hiromu Arakawa/’·˜/–é»,
book.book,8323,ééé¡¸ 9,Hiromu Arakawa/’·˜/–é»,
book.book,8324,ééé¡¸ 5,Hiromu Arakawa/’·˜/–é»,
book.book,8325,ééé¡¸ 2,Hiromu Arakawa/’·˜/–é»,
book.book,8326,ééé¡¸ 7,Hiromu Arakawa/’·˜/–é»,
book.book,8327,The Gospel According to Job,Mike Mason,
book.book,8328,Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,
book.book,8329,The Complete Poems (Poetry Library),D.H. Lawrence,
book.book,8330,Complete Short Stories  Vol 2,D.H. Lawrence,
book.book,8331,D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,
book.book,8332,The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,
book.book,8333,Sons and Lovers,D.H. Lawrence/Geoff Dyer,
book.book,8334,The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,
book.book,8335,Amnesia Moon,Jonathan Lethem,
book.book,8336,Paul Reveres Ride,David Hackett Fischer,
book.book,8337,The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,
book.book,8338,Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,
book.book,8339,Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,
book.book,8340,The All-True Travels and Adventures of Lidie Newton,Jane Smiley,
book.book,8341,The Age of Grief,Jane Smiley,
book.book,8342,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,
book.book,8343,Venetia,Georgette Heyer,
book.book,8344,Lady of Quality,Georgette Heyer,
book.book,8345,False Colours,Georgette Heyer,
book.book,8346,Sylvester,Georgette Heyer/Joan Wolf,
book.book,8347,The Convenient Marriage,Georgette Heyer,
book.book,8348,Sprig Muslin,Georgette Heyer,
book.book,8349,The Talisman Ring,Georgette Heyer,
book.book,8350,The Nonesuch,Georgette Heyer,
book.book,8351,The Foundling,Georgette Heyer/Kay Hooper,
book.book,8352,Ali and Nino,Kurban Said/Jenia Graman,
book.book,8353,Ali und Nino,Kurban Said,
book.book,8354,Last Rights (Francis Hancock #1),Barbara Nadel,
book.book,8355,Belshazzars Daughter (Inspector Ikmen #1),Barbara Nadel,
book.book,8356,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,
book.book,8357,After the Mourning (Francis Hancock #2),Barbara Nadel,
book.book,8358,Spiritual Midwifery,Ina May Gaskin,
book.book,8359,Monday Night Class,Stephen Gaskin,
book.book,8360,Summer of the Dragon,Elizabeth Peters,
book.book,8361,Devil May Care,Elizabeth Peters,
book.book,8362,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,
book.book,8363,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,
book.book,8364,The Best American Classics,Cooks Illustrated Magazine/John  Burgoyne,
book.book,8365,Cooks Illustrated 2005 (Cooks Illustrated Annuals),Cooks Illustrated Magazine,
book.book,8366,Cooks Illustrated 2003 (Cooks Illustrated Annuals),Cooks Illustrated Magazine,
book.book,8367,Cooks Illustrated 1995 (Cooks Illustrated Annuals),Cooks Illustrated Magazine,
book.book,8368,Zeldas Cut,Philippa Gregory,
book.book,8369,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,
book.book,8370,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,
book.book,8371,Ranma 1/2  Vol. 27 (Ranma a (US 2nd)  #27),Rumiko Takahashi,
book.book,8372,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,
book.book,8373,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,
book.book,8374,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,
book.book,8375,Asfixia,Chuck Palahniuk,
book.book,8376,Expectant Father,Melinda Curtis,
book.book,8377,Horse Heaven,Jane Smiley,
book.book,8378,White Oleander,Janet Fitch,
book.book,8379,The Night Remembers (Night  #1),Kathleen Eagle,
book.book,8380,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,
book.book,8381,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,
book.book,8382,Call After Midnight & Under The Knife,Tess Gerritsen,
book.book,8383,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,
book.book,8384,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,
book.book,8385,Life Support,Tess Gerritsen,
book.book,8386,The Family that Couldnt Sleep,D.T. Max,
book.book,8387,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,
book.book,8388,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,
book.book,8389,Eden: Its an Endless World  Volume 1 (Eden: Its an Endless World  #1),Hiroki Endo,
book.book,8390,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,
book.book,8391,A Mad Peoples History of Madness,Dale Peterson,
book.book,8392,A Primates Memoir: A Neuroscientists Unconventional Life Among the Baboons,Robert M. Sapolsky,
book.book,8393,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,
book.book,8394,Blame!  Vol. 7,Tsutomu Nihei,
book.book,8395,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,
book.book,8396,Blame!  Vol. 8,Tsutomu Nihei,
book.book,8397,The New Dont Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,
book.book,8398,Blame It on Paris,Laura Florand,
book.book,8399,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,
book.book,8400,Uncle Johns Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers Institute,
book.book,8401,Whos To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,
book.book,8402,Blame! #1,Tsutomu Nihei,
book.book,8403,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/ ­,
book.book,8404,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/ ­,
book.book,8405,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/ ­,
book.book,8406,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/ ­,
book.book,8407,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,
book.book,8408,Mutant Message Down Under,Marlo Morgan,
book.book,8409,Mutants & Masterminds: RPG,Steve Kenson/Ramn Prez,
book.book,8410,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,
book.book,8411,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,
book.book,8412,James Dean: The Mutant King: A Biography,David Dalton,
book.book,8413,Dry,Augusten Burroughs,
book.book,8414,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,
book.book,8415,El Retrato De Dorian Gray,Oscar Wilde,
book.book,8416,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,
book.book,8417,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,
book.book,8418,Henry IV  part II,William Shakespeare,
book.book,8419,King Henry IV  Part 2,William Shakespeare/Arthur Raleigh Humphreys,
book.book,8420,Piccole donne,Louisa May Alcott/James Prunier/Laura Cangemi,
book.book,8421,I Henry IV,William Shakespeare/Gordon McMullan,
book.book,8422,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,
book.book,8423,Henry IV  Parts I & II,William Shakespeare/Ronald K. Levao,
book.book,8424,Black Sunday,Thomas  Harris,
book.book,8425,Hannibal (Hannibal Lecter  #3),Thomas  Harris,
book.book,8426,The Hannibal Lecter Trilogy,Thomas  Harris,
book.book,8427,Velocity,Dean Koontz,
book.book,8428,Hideaway,Dean Koontz,
book.book,8429,Lightning,Dean Koontz,
book.book,8430,Icebound,David Axton/Dean Koontz,
book.book,8431,The Servants of Twilight / Darkfall / Phantoms,Dean Koontz/Leigh Nichols,
book.book,8432,Shadow Fires,Leigh Nichols/Dean Koontz,
book.book,8433,The Bad Place,Dean R. Koontz,
book.book,8434,Fear Nothing (Moonlight Bay  #1),Dean Koontz,
book.book,8435,The Key to Midnight,Dean Koontz/Leigh Nichols,
book.book,8436,Mr. Murder,Dean Koontz,
book.book,8437,Phantoms,Dean Koontz,
book.book,8438,The Face,Dean Koontz,
book.book,8439,Shattered,Dean Koontz,
book.book,8440,Intensity,Dean Koontz,
book.book,8441,The Good Guy,Dean Koontz,
book.book,8442,The Eyes of Darkness,Leigh Nichols/Dean Koontz,
book.book,8443,The Door to December,Richard Paige/Dean Koontz,
book.book,8444,The Servants of Twilight,Leigh Nichols/Dean Koontz,
book.book,8445,Darkfall,Dean Koontz,
book.book,8446,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,
book.book,8447,Shakespeare: The Biography,Peter Ackroyd,
book.book,8448,The Necessary Shakespeare,William Shakespeare,
book.book,8449,Shakespeare After All,Marjorie Garber,
book.book,8450,Playing Shakespeare: An Actors Guide,John   Barton/Luann Walther,
book.book,8451,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,
book.book,8452,The Pelican Brief,John Grisham,
book.book,8453,The Harry Bosch Novels  Volume 1: The Black Echo / The Black Ice / The Concrete Blonde (Harry Bosch #1-3),Michael Connelly,
book.book,8454,Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,
book.book,8455,Angels Flight (Harry Bosch  #6; Harry Bosch Universe  #7),Michael Connelly,
book.book,8456,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,
book.book,8457,The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,
book.book,8458,The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,
book.book,8459,Chasing the Dime,Michael Connelly,
book.book,8460,The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,
book.book,8461,Tales From Shakespeare,Charles Lamb/Mary Lamb/Arthur Rackham,
book.book,8462,Shakespeares Champion (Lily Bard  #2),Charlaine Harris,
book.book,8463,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,
book.book,8464,Sonnets,William Shakespeare/Barbara A. Mowat/Paul Werstine,
book.book,8465,Shakespeares Trollop (Lily Bard  #4),Charlaine Harris,
book.book,8466,Shakespeares Kitchen: Renaissance Recipes for the Contemporary Cook,Francine Segan/Tim Turner/Patrick OConnell,
book.book,8467,Sonnets,William Shakespeare/Stephen  Booth,
book.book,8468,The Art of Shakespeares Sonnets,Helen Vendler,
book.book,8469,Hide (Detective D.D. Warren  #2),Lisa Gardner,
book.book,8470,Alone (Detective D.D. Warren  #1),Lisa Gardner/Anna Fields,
book.book,8471,The Third Victim (Quincy & Rainie  #2),Lisa Gardner,
book.book,8472,On Becoming a Novelist,John Gardner/Raymond Carver,
book.book,8473,The Art of Fiction: Notes on Craft for Young Writers,John Gardner,
book.book,8474,October Light,John Gardner/Tom Bissell,
book.book,8475,Excellence,John W. Gardner,
book.book,8476,Conversations with Bernard Malamud (Literary Conversations),J. Michael Lennon/Lawrence M. Lasher,
book.book,8477,Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,
book.book,8478,Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,
book.book,8479,The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,
book.book,8480,The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,
book.book,8481,The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,
book.book,8482,The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,
book.book,8483,Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,
book.book,8484,Lolita,Richard Corliss,
book.book,8485,Lolita: The Screenplay,Vladimir Nabokov,
book.book,8486,Lolita,Vladimir Nabokov/Martin Amis,
book.book,8487,Mysteries,Knut Hamsun/Sverre Lyngstad,
book.book,8488,Hunger,Knut Hamsun/George Egerton,
book.book,8489,Victoria,Knut Hamsun/Oliver Stallybrass,
book.book,8490,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,
book.book,8491,Pan,Knut Hamsun/Sverre Lyngstad,
book.book,8492,The Last Joy,Knut Hamsun/Sverre Lyngstad,
book.book,8493,In Wonderland,Knut Hamsun/Sverre Lyngstad,
book.book,8494,Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,
book.book,8495,On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,
book.book,8496,Visions of Heaven and Hell,Clive Barker,
book.book,8497,Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,
book.book,8498,Everville (Book of the Art #2),Clive Barker,
book.book,8499,The Great and Secret Show (Book of the Art #1),Clive Barker,
book.book,8500,Abarat: Days of Magic  Nights of War,Clive Barker,
book.book,8501,Imajica: The Reconciliation,Clive Barker,
book.book,8502,Sacrament,Clive Barker,
book.book,8503,The Inhuman Condition (Books of Blood  #4),Clive Barker,
book.book,8504,Notebook of a Return to the Native Land,Aim Csaire/Annette Smith/Clayton Eshleman,
book.book,8505,The Return of the Native,Thomas Hardy/Alexander Theroux,
book.book,8506,The Return of the Native,Thomas Hardy/Phillip Mallett,
book.book,8507,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,
book.book,8508,Blood and Smoke,Stephen King,
book.book,8509,LTs Theory of Pets,Stephen King,
book.book,8510,Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbume,
book.book,8511,Silver Bullet,Stephen King/Bernie Wrightson,
book.book,8512,Patriot Games (Jack Ryan  #1),Tom Clancy,
book.book,8513,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,
book.book,8514,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,
book.book,8515,Four Past Midnight,Stephen King,
book.book,8516,Geralds Game,Stephen King,
book.book,8517,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart ONan/Stephen King,
book.book,8518,El talism¡n,Stephen King/Peter Straub/Pilar Giralt Gorina,
book.book,8519,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,
